Hotel_ID,hotel_name,City,ADDRESS
DF6E24F8-0780-EF11-81A1-005056816226,רב קוק,ירושלים,רב קוק 6A
E16E24F8-0780-EF11-81A1-005056816226,הרצל 50 תל אביב,תל אביב - יפו,הרצל 50
E36E24F8-0780-EF11-81A1-005056816226,לפין 14 תל אביב,תל אביב - יפו,לפין 14
E76E24F8-0780-EF11-81A1-005056816226,סטאי אילת,אילת,אגמונים 10
E96E24F8-0780-EF11-81A1-005056816226,מלון יפו,ירושלים,יפו 37
EB6E24F8-0780-EF11-81A1-005056816226,סטיי קוק,ירושלים,הרב קוק 7
ED6E24F8-0780-EF11-81A1-005056816226,מלון סטיי אין ירושלים,ירושלים,המלך גורג 21
EF6E24F8-0780-EF11-81A1-005056816226,חדרי אירוח איילת השחר אגש"ח בע"מ,איילת השחר,איילת השחר 1
F16E24F8-0780-EF11-81A1-005056816226,מלון דירות 1926,חיפה,משה אהרון 3
F36E24F8-0780-EF11-81A1-005056816226,מלון סילנד,תל אביב - יפו,בן יהודה 84
F56E24F8-0780-EF11-81A1-005056816226,מלון דיזינגוף גארדן,תל אביב - יפו,דיזינגוף 138
F76E24F8-0780-EF11-81A1-005056816226,מלון דיזינגוף אווניו,תל אביב - יפו,דיזינגוף 133
FB6E24F8-0780-EF11-81A1-005056816226,אלעד אלון,תל אביב - יפו,בוגרשוב 3
FF6E24F8-0780-EF11-81A1-005056816226,מלון גודסון,חיפה,יחיאל 23
016F24F8-0780-EF11-81A1-005056816226,ט.ב.א. אירוח ונופש בע"מ - מלונות דה קארדו ולה פרל,ירושלים,עוזי (יחזקאל) חסון 7
036F24F8-0780-EF11-81A1-005056816226,גו ויברנט בע"מ,תל אביב - יפו,דרך יפו (משרד) 44
056F24F8-0780-EF11-81A1-005056816226,כפר הנופש עין גב,עין גב,קיבוץ 1
076F24F8-0780-EF11-81A1-005056816226,אקסטרא קלאס השקעות בעמ,תל אביב - יפו,הכובשים 28
096F24F8-0780-EF11-81A1-005056816226,פוליהאוס מלונאות בע"מ,תל אביב - יפו,נחלת בנימין 1
0D6F24F8-0780-EF11-81A1-005056816226,ווסט תל אביב - טמרס נופש בע"מ,תל אביב - יפו,הרצל רוזנבלום 12
0F6F24F8-0780-EF11-81A1-005056816226,מורובטי נכסים מלון קולוני חיפה,חיפה,שדרות בן גוריון 28
116F24F8-0780-EF11-81A1-005056816226,מצפה אלומות,אלומות,מצפה אלומות 1
136F24F8-0780-EF11-81A1-005056816226,בית הבריאות,תובל,קיבוץ תובל 1
156F24F8-0780-EF11-81A1-005056816226,Ez Group,תל אביב - יפו,לוינסקי 61
196F24F8-0780-EF11-81A1-005056816226,מלון סרגיי פאלאס,ירושלים,הלני המלכה 13
1B6F24F8-0780-EF11-81A1-005056816226,בלובשטיין וקסמן TLV2RENT,תל אביב - יפו,אלנבי 36
1D6F24F8-0780-EF11-81A1-005056816226,ג'רושלים מוטל,ירושלים,הסורג 2
1F6F24F8-0780-EF11-81A1-005056816226,מלון מונטיפיורי ירושלים,ירושלים,שץ 7
236F24F8-0780-EF11-81A1-005056816226,מלון בסט ווסטרן ריג'נסי סוויטס,תל אביב - יפו,הירקון 80
256F24F8-0780-EF11-81A1-005056816226,סי.סי.סיטי סנטר הוטלס בע"מ,ירושלים,המלך גורג 17
276F24F8-0780-EF11-81A1-005056816226,מלון סבן סיז תל אביב,תל אביב - יפו,רציף הרברט סמואל 56
2F6F24F8-0780-EF11-81A1-005056816226,העמותה לתיירות ויזמות בירוחם,ירוחם,הדקל 181
316F24F8-0780-EF11-81A1-005056816226,אבני החושן / קפה רוטשילד,נהריה,המעפילים 1
376F24F8-0780-EF11-81A1-005056816226,מגמא תיירות בע"מ,גבעת יואב,גבעת יואב 2
396F24F8-0780-EF11-81A1-005056816226,ימה מלונאות בע"מ  - בית ורדי טבריה,טבריה,תבור 1
3B6F24F8-0780-EF11-81A1-005056816226,לוצ'י הוטלס בע"מ - מלון סול,מצפה רמון,הר ארדון 8
3D6F24F8-0780-EF11-81A1-005056816226,אלמוג ביץ' דירות נופש בע"מ,חיפה,דוד אלעזר 10
3F6F24F8-0780-EF11-81A1-005056816226,חאן דרך העץ (חברת עולם אחר בע"מ),שדמות דבורה,השקמים 34
416F24F8-0780-EF11-81A1-005056816226,מלון חוף רון בע"מ,טבריה,דרך גדוד ברק 1
436F24F8-0780-EF11-81A1-005056816226,מלון אייבקס, מרכז אירוח לקבוצות ופרטיים,מצפה רמון,הר ארדון 4
496F24F8-0780-EF11-81A1-005056816226,אירוח כפרי קיבוץ דליה,דליה,3 3
4B6F24F8-0780-EF11-81A1-005056816226,רשת כינורות תיירות ונופש בעם בע"מ,עפולה,המלאכה 25
516F24F8-0780-EF11-81A1-005056816226,מרדכי שאקיר בקתות הילה,דלתון,אין 189
556F24F8-0780-EF11-81A1-005056816226,אחוזת כינרת,מגדל,נוף הארבל 1
576F24F8-0780-EF11-81A1-005056816226,מלון הרמוני - רשת מלונות אטלס,ירושלים,סלומון 6
596F24F8-0780-EF11-81A1-005056816226,מלון ריביירה ישרוטל בע"מ,אילת,אנטיב 1
5B6F24F8-0780-EF11-81A1-005056816226,מלון ספא וילג' 31 סוויטות לאירוח כפרי,מבוא חמה,1 1
5F6F24F8-0780-EF11-81A1-005056816226,אדום ניהול נכסי יוקרה בע"מ (מתחם סי סייד),אילת,חיל הנדסה 10
616F24F8-0780-EF11-81A1-005056816226,גונס אנד גיקוב בעמ,ירושלים,מונבז 3
656F24F8-0780-EF11-81A1-005056816226,אברהם הוסטל ירושלים,ירושלים,הנביאים 67
676F24F8-0780-EF11-81A1-005056816226,אברהם הוסטל תל אביב,תל אביב - יפו,הרכבת 8
696F24F8-0780-EF11-81A1-005056816226,אברהם הוסטל אילת,אילת,סמטת שפיפון 3
6D6F24F8-0780-EF11-81A1-005056816226,מדרשת הגולן,חספין,חספין 1
6F6F24F8-0780-EF11-81A1-005056816226,מלון נומה,תל אביב - יפו,שארית ישראל 1
736F24F8-0780-EF11-81A1-005056816226,עומי,תל אביב - יפו,שלמה המלך 85
756F24F8-0780-EF11-81A1-005056816226,אלנבי 136,תל אביב - יפו,אלנבי 136
776F24F8-0780-EF11-81A1-005056816226,נחלת בינימין 25,תל אביב - יפו,נחלת בינימין 25
796F24F8-0780-EF11-81A1-005056816226,קינג ג'ורג' 79,תל אביב - יפו,קינג גורג 79
7B6F24F8-0780-EF11-81A1-005056816226,מלון יד השמונה,יד השמונה,יד השמונה 1
7F6F24F8-0780-EF11-81A1-005056816226,כפר הנופש קיבוץ גדות תיירות גדות אגש"ח בע"מ,גדות,1 1
816F24F8-0780-EF11-81A1-005056816226,פרימה מילניום,רעננה,התדהר 2
836F24F8-0780-EF11-81A1-005056816226,מ.ב מיר בר בע"מ,ירושלים,יד חרוצים 15
856F24F8-0780-EF11-81A1-005056816226,גי הוטל אילת,אילת,קאמן 3
8D6F24F8-0780-EF11-81A1-005056816226,מלון מיתרים,טבריה,אהל יעקב 15
8F6F24F8-0780-EF11-81A1-005056816226,מלון כינורות בע"מ,טבריה,זידל 9
916F24F8-0780-EF11-81A1-005056816226,התאחדות דירות האירוח בישראל,תל אביב - יפו,הירקון 185
976F24F8-0780-EF11-81A1-005056816226,נדלן גטהון מודיעין בע:מ,מגדל,השיטה 10
996F24F8-0780-EF11-81A1-005056816226,פסטורל מלון בכפר בלום,כפר בלום,כפר בלום 1
9B6F24F8-0780-EF11-81A1-005056816226,מלון זה ג'אפה תל אביב,תל אביב - יפו,לואי פסטר 2
9D6F24F8-0780-EF11-81A1-005056816226,א.י.א.ק. מלונאות בע"מ - כפר הנופש דריה,האון,כפר הנופש דריה 1
A16F24F8-0780-EF11-81A1-005056816226,מלון ארנה בת ים (כפיר קבלנות בנין בע"מ ),בת ים,שי עגנון 18
A36F24F8-0780-EF11-81A1-005056816226,חמ פרו בע"מ | מלון גלבוע,מעלה גלבוע,גלבוע 1914
A56F24F8-0780-EF11-81A1-005056816226,גרנדביי מלונות בע"מ (מלון אלכסנדר),תל אביב - יפו,חבקוק הנביא 3
A76F24F8-0780-EF11-81A1-005056816226,פרימה גליל,טבריה,אלחדיף 1
A96F24F8-0780-EF11-81A1-005056816226,פרימה פאלאס,ירושלים,פינס 2
AB6F24F8-0780-EF11-81A1-005056816226,פרימה המלכים,ירושלים,המלך ג'ורג 6 60
AD6F24F8-0780-EF11-81A1-005056816226,פרימה ורה,ירושלים,הילל 23
AF6F24F8-0780-EF11-81A1-005056816226,ג'רוזלם אין,ירושלים,יוחנן הורקנוס 7
B16F24F8-0780-EF11-81A1-005056816226,מלון דומוס בת גלים (דומוס נגב בע"מ),חיפה,שדרות בת גלים 6
B36F24F8-0780-EF11-81A1-005056816226,תל אביב 2 גו בעמ,תל אביב - יפו,מונטיפיורי 39
B56F24F8-0780-EF11-81A1-005056816226,Mr. Rothschild by TLV2GO,תל אביב - יפו,אלנבי 103
B76F24F8-0780-EF11-81A1-005056816226,Mr. Montana by TLV2GO,תל אביב - יפו,בן יהודה 107
B96F24F8-0780-EF11-81A1-005056816226,Mr. Katinsky by TLV2GO,תל אביב - יפו,נחלת בנימין 41
BB6F24F8-0780-EF11-81A1-005056816226,Mr. Louis by TLV2GO,תל אביב - יפו,פינסקר 32
BD6F24F8-0780-EF11-81A1-005056816226,Mr. Brooklyn by TLV2GO,תל אביב - יפו,דיזנגוף 288
BF6F24F8-0780-EF11-81A1-005056816226,Mr. Ben Yehuda by TLV2GO,תל אביב - יפו,בן יהודה 185
C16F24F8-0780-EF11-81A1-005056816226,Mr. Agrippa by TLV2GO,ירושלים,מזור 10
C36F24F8-0780-EF11-81A1-005056816226,איילים נדלן בעמ,תל אביב - יפו,בן יהודה 130
C56F24F8-0780-EF11-81A1-005056816226,מלון שערי ירושלים ישראל בע"מ,ירושלים,ירמיהו 43
C76F24F8-0780-EF11-81A1-005056816226,קלאב הוטל טבריה - קלאב הוטל ניהול (1996) בע"מ,טבריה,אחד העם 19
CB6F24F8-0780-EF11-81A1-005056816226,מלון מצפה הימים - ישרוטל ניהול מלונות (1981) בע"מ,ראש פינה,ת.ד 27
CD6F24F8-0780-EF11-81A1-005056816226,מרגוע הר נוף חברה לשיכון והשכרה בע"מ,הרצליה,המדע 4
D76F24F8-0780-EF11-81A1-005056816226,יונה הנביא בע"מ,תל אביב - יפו,בן צבי 2
D96F24F8-0780-EF11-81A1-005056816226,מלון רוקסון אורבן רמת גן,רמת גן,קריניצי 1
DB6F24F8-0780-EF11-81A1-005056816226,וואי הוטלס בע"מ - מלון אקויה,אילת,חיל ההנדסה 6
E36F24F8-0780-EF11-81A1-005056816226,מלון ענבר בעמ,ערד,יהודה 38
E56F24F8-0780-EF11-81A1-005056816226,דיוויד אינטרקונטיננטל,תל אביב - יפו,קויפמן 12
E76F24F8-0780-EF11-81A1-005056816226,ג.מ.ס ג'ימס מנג'מנט בע"מ מלון גרנד קורט,ירושלים,סנט ג'ורג 15
E96F24F8-0780-EF11-81A1-005056816226,אטבליסמנט נהל מלון גרנד ביץ,תל אביב - יפו,הירקון 250
EB6F24F8-0780-EF11-81A1-005056816226,מלון דיוויד ים המלח - ד ד ס הוטל מנגמנט בעמ,עין גדי,עין בוקק 1
ED6F24F8-0780-EF11-81A1-005056816226,גבעת אנדרומדה ניהול השכרות בעמ',תל אביב - יפו,לואי פסטר 3
F16F24F8-0780-EF11-81A1-005056816226,פילהום ד.מ. ישראל,תל אביב - יפו,בן יהודה 59
F36F24F8-0780-EF11-81A1-005056816226,עמיתי מלון הרצל ירושלים בע"מ  מלונות רמדה ורויאל,ירושלים,זאב וילנאי 6
F56F24F8-0780-EF11-81A1-005056816226,נורדיה מושב שיתופי של חיילים מ,נורדיה,דרך הבאר 1
F76F24F8-0780-EF11-81A1-005056816226,סי אנד רנט בע"מ,תל אביב - יפו,הרברט סמואל 32
017024F8-0780-EF11-81A1-005056816226,תיאודור בראון,תל אביב - יפו,הרצל 10
057024F8-0780-EF11-81A1-005056816226,ג'אקו בוטיק,ירושלים,ההסתדרות 2
077024F8-0780-EF11-81A1-005056816226,אירוח כפרי בית אלפא (תאגיד- אחזקות בית אלפא אגש"ח),בית אלפא,בית אלפא 1
0B7024F8-0780-EF11-81A1-005056816226,פארק נתניה,נתניה,דוד המלך 7
0D7024F8-0780-EF11-81A1-005056816226,ישראנטלס קינגסוויטס,ירושלים,מונבז 3
117024F8-0780-EF11-81A1-005056816226,צימרים 'שחרית' חברת נ.פ.א.י. תיירות ויזמות בע"מ,מצפה יריחו,גבעת ברקאי, צימרים שחרית 1
137024F8-0780-EF11-81A1-005056816226,גולד האוס,פתח תקווה,נתן צבי 9
177024F8-0780-EF11-81A1-005056816226,מלון קיטרון א.ק. ניהול תיירותי,הושעיה,אלי סיני 1
1D7024F8-0780-EF11-81A1-005056816226,TLV- אולימפיה,תל אביב - יפו,הירקון 164
217024F8-0780-EF11-81A1-005056816226,דירות 130רוק - ש . מדנס נכסים בע"מ,תל אביב - יפו,דיזינגוף 130
257024F8-0780-EF11-81A1-005056816226,מלון נגה - ישרול ניהול מלונות בע"מ,נווה זוהר,ד.נ עין בוקק 1
277024F8-0780-EF11-81A1-005056816226,פרינס פלאס רויאל ריזורט חוף הים,חדרה,רחבעם זאבי 11
297024F8-0780-EF11-81A1-005056816226,ד.ד מלון בן יהודה 34 בע"מ,תל אביב - יפו,בן יהודה 34
